,Place,Event,Time,Date,Subject
3144,"['Scone', 'Scone', 'the 1st']",[],[],['the 1st of January 1651'],['Charles II']
3145,['London'],['These events'],[],['January'],[]
3146,"['the 27th', 'his office', 'the formation']",['He'],[],"['the 27th of April 1909', 'the 17th of January 1910']",[]
3147,"['Mekong', 'France', 'the provisions', 'the Chinese frontier southwards', 'the west', 'Siam', 'France']",['the Nam Hok'],[],"['January 1896', '1893']",[]
3148,[],['which'],[],"['January and February', 'annual', 'November - December', 'March - June']",[]
3149,"['a dry and wet season', 'luxuriant verdure']","['rain', 'the streams']",[],"['The year', 'the first from June to December', 'January to May']",[]
3150,"['January', 'the rainy season', 'their boats', 'the best forests']","['The harvest', 'the nut-gatherers']",[],"['January', 'February', 'the rainy season']",[]
3151,"['Rio de Janeiro', 'the 1st']","['He', 'he', 'he']",[],['the 1st of January 1531'],[]
3152,"['Bahia', 'the 21st', 'enthusiasm']",['They'],[],['the 21st of January 1808'],['Bahia']
3153,"['Brazil', 'kingdom', 'the United Kingdom of Portugal', 'Brazil', 'Algarves', 'decree']","['The importance', 'Brazil', 'the Portuguese sovereignty thenceforward']",[],['the 16th January 1815'],[]
3154,"['Paris', 'Paris', 'the 17th']",['He'],[],['the 17th of January 1805'],[]
3155,['26th'],"['Marignano', 'the whole population']",[],['26th January Marignano'],['Porta Camollia']
3156,"['South', 'South', 'the same time', 'the event', 'the presidency', 'the 10th', 'the election', 'that body', 'the Union']","['he', 'the South', 'he', 'the treatment', 'it']",[],['the 10th of January 1861'],[]
3157,['his state'],"['his state', 'he']",[],['the 21st of January'],[]
3158,"['Mississippi', 'the 25th', 'view']",['Mississippi'],[],['the 25th of January 1861'],['Davis']
3159,['January'],"['the Congress', 'the Confederate commander']",[],['January 1865'],['Lee']
3160,"['a war', 'a besieging force', 'a desperate resistance', 'the 18th']","['A dispute', 'Lord Combermere']",[],"['1825', 'the 18th of January 1826']",['Bharatpur']
3161,"['August', 'his bed', 'Copenhagen', 'the 28th', 'the seventieth year']","['he', 'he']",[],"['August 1753', 'the 28th of January 1754', 'the seventieth year']",[]
3162,"['Maritzburg', 'the Umgeni', 'the 1st', 'governor']","['Sir Henry Bulwer', 'who']",[],"['the 1st of January 1876', '1880']","['Henry Bulwer', 'Wolseley']"
3163,"['Natal', 'January']",[],[],"['1902', 'January 1903']",[]
3164,"['London', 'Spain', 'Don Pedro de Cevallos', 'January', 'success', 'London', 'his journey']",['Monroe'],[],['January to May 1805'],"['Don Pedro de Cevallos', 'Monroe']"
3165,"['the following winter', 'January', 'November', 'the 3rd']",['he'],[],"['winter', 'January to November 1811', 'the 3rd of March 1817']",['Madison']
3166,"['Cambridge', 'B.A.', 'the 12th', 'sizar', ""St John's College""]",[],[],['the 12th of January 1754'],[]
3167,"['Paris', 'Paris', 'Montpellier', 'him']","['he', 'which']",[],['January 1766'],[]
3168,"['January', 'July']",[],[],"['January', 'July']",[]
3169,"['Hungary', 'Stuhlweissenburg', 'Prague', 'the Hussite wars', 'Szekesfehervar', 'the 1st', 'Frankfort', 'the 18th', 'Prague', 'the 29th']",['who'],[],"['the 1st of January 1438', 'the 18th of March 1438', 'the 29th of June 1438']","['Albert', 'Bohemia']"
3170,"['the 28th', 'the 29th']",['he'],[],"['the 28th of June 1873', 'the 29th of January 1876']",[]
3171,"['much negotiation', 'the 17th']",[],[],['the 17th of January 1910'],[]
3172,"['1st January', 'force']",[],[],"['1st January 1900', '1901']",[]
3173,"['Habsburgs', 'Sweden', 'the Habsburgs young Gustavus Adolphus']",['Richelieu'],[],[],['Gustavus Adolphus']
3174,"['January', 'great magnificence']",['the tragedy'],[],['January 1641'],[]
3175,"['Rio de Janeiro', 'Amazonas', 'the general assembly', 'Rio de Janeiro', 'the 1st']",[],[],"['1850', 'the 1st of January 1852']",[]
3176,"['the 21st', 'a high personage']","['she', 'the queen', 'she']",[],['the 21st of January 1785'],[]
3177,"['Andover', 'North Andover', 'the 10th', 'a city']","['The Pemberton mills', 'hundreds']",[],"['1853', 'the 10th of January 1860', '1853', '1854', '1879']","['Lawrence', 'Methuen']"
3178,"['force', 'the 1st']",['Its present constitution'],[],"['the 1st of January 1861', '1879', '1906']",[]
3179,['Hamburg'],['the number'],[],"['1866', 'January 1876']",[]
3180,"['Hamburg', 'the city', 'the extension', 'the lower Elbe', 'goods', 'the Zollverein']",['which'],[],"['the 1st of January 1882', '1888']",[]
3181,"['January', 'Gregory I.']",['He'],[],['January 590'],['Gregory I.']
3182,"['Bishop Octo', 'Ausona', 'Rome', 'a corresponding year']","['A papal diploma', 'all the other indications']",[],['January 971'],['Otho']
3183,"['the 23rd', ""his secretary's account""]",['The archbishop'],[],['the 23rd of January 989'],['Gerbert']
3184,"['Utrecht', 'January', 'Natal']",['which'],[],['January 1903'],[]
3185,"['Drakensberg', 'January', 'severe thunderstorms']",[],[],['between January and April'],[]
3186,"['January', '24 hours']",['seven inches'],['24 hours'],['January 1907'],[]
3187,"['Cullinan', 'the 27th', 'the mine']",[],[],['the 27th of January 1905'],[]
3188,"['Kaffirs', 'reprisals', 'the 17th', 'themselves', 'Kaffirs']","['This act', 'a Boer commando']",[],['the 17th of January 1837'],"['Mosilikatze', 'Matabele']"
3189,"['River', 'Sand', 'the 17th', 'a farm', 'the British high commissioner', 'Pretorius']",[],[],['the 17th of January 1852'],[]
3190,"['January', 'the parties']",['which'],[],"['January 1864', 'six days']",[]
3191,"['Pretoria', 'Pretoria', 'January', 'an escort', 'conferences']",['Sir Theophilus'],[],['January 1877'],['Theophilus']
3192,"['Transvaal', 'Laing', 'the Transvaal frontier', 'the 24th']","['Sir George Colley', 'he', 'the Boers']",[],['the 24th of January 1881'],['George Colley']
3193,['the Free State'],['Kruger'],[],['January 1889'],['John Brand']
3194,"['you', 'the meeting']",[],[],['the 6th of January'],[]
3195,"['the 2nd', 'Doornkop', 'a position', 'Boers']",['who'],[],['the 2nd of January 1896'],"['Jameson', 'Doornkop']"
3196,"['Pretoria', 'the 4th']",['he'],[],['the 4th of January'],['Hercules Robinson']
3197,"['response', 'reference', 'the 15th', 'Cape Town']","['Sir Hercules Robinson', 'he', 'he']",[],"['July 1895', 'the 15th of January']",['Hercules Robinson']
3198,"['January', 'a despatch']","['Mr Chamberlain', 'the dynamite monopoly']",[],['January 1899'],"['Chamberlain', 'Kruger']"
3199,['the 6th'],['the Boers'],[],['the 6th of January the Boers in Natal'],['Ladysmith']
3200,"['Cape Town', 'Cape Town', 'the 10th', 'the same time']","['Lord Roberts', 'the relieving forces']",[],['the 10th of January 1900'],['Roberts']
3201,['the 16th'],"['the plan', 'its execution']",[],['the 16th of January'],[]
3202,"['Leydenburg', 'January', 'the month', 'the Leydenburg district']",['Bruce Hamilton'],['night'],"['January', 'late in the month']","['Bruce Hamilton', 'Ben Viljoen']"
3203,"['Kaffir', 'the war', 'January']","['work', 'the mine owners']",[],"['1898', 'January 1903']",[]
3204,"['Paris', 'Paris', 'the 9th']",['He'],[],"['the 9th of January 1757', 'the age of roo years']",[]
3205,"['the Nouvelles de la republique des lettres', 'Vie de Corneille', 'all the editions']",[],[],['January 1685'],['Vie de Corneille']
3206,"['January', 'the revival', 'him']",[],[],['January 1725'],['Bath']
3207,"['the West Indies', 'North America', 'January', 'the West Indies']","['the War of American Independence', 'He']",[],['January 1781'],['Rodney']
3208,"['January', 'capture', 'which', 'any British admiral', 'the war']","['Hood', 'he']",[],['January 1782'],[]
3209,['sea'],"['He', 'he']",[],"['1796', 'the 27th of January 1816']",[]
3210,"['Pretoria', 'Johannesburg', 'few days', 'the British government', 'Johannesburg']",[],[],"['January 1896', 'few days']","['Jameson', 'Doornkop']"
3211,"['Palermo', 'the island']","['the Sicilian revolution', 'he']",[],"['January 12, 1848']",[]
3212,['January'],['the death'],[],"['January 9, 1878']","['Victor Emmanuel', 'Humbert', 'Crispi', 'Humbert I.']"
3213,"['the 25th', 'Sergius II']",['He'],[],['the 25th of January 844'],['Sergius II']
3214,"['January', 'the presidency', 'him', 'the Legislative Assembly']",[],[],"['January 1849', 'three months later']",[]
3215,"['Dublin', 'the 27th', 'Tournay', 'January']",['the couple'],[],"['the 27th of December 1792', 'January 1793']","['Pamela', 'Louis Philippe']"
3216,"['Stirling', 'the general election', 'Stirling']",[],[],['January 1906'],['Henry']
3217,"['Rugby', 'January', 'the course']","['he', 'he']",[],"['January 1859', 'the same year']",[]
3218,['January'],['a pirated edition'],[],['January 1754'],"['Colmar', 'Essai']"
3219,['the 7th'],['He'],[],['the 7th of January 1867'],[]
3220,"['a month', 'a renewal']","['it', 'the river']",[],"['a month', 'four days']",[]
3221,"['the 22nd', 'a formal act', 'a true parliament']",[],[],"['the 22nd of January 1689', 'February 23']",[]
3222,['the 18th'],['He'],[],['the 18th of January 1664'],[]
3223,['rebellion'],[],[],"['a year later', 'January 1840']",['Mpande']
3224,['January'],"['Cetywayo', 'a British force']",[],['January 1879'],['Thesiger']
3225,"['Isandhlwana', 'the 22nd', ""Rorke's Drift"", 'Isandhlwana', 'the morning', 'a small wane force']","['which', 'Lord Chelmsford']",['the morning'],['the 22nd of January'],['Chelmsford']
3226,"['Tugela', 'Cetywayo', '2000 followers', 'Natal']",[],[],['January 1879'],"['Frere', 'Dunn']"
3227,"['Wettin', 'fire', 'January']",[],[],['January 1905'],[]
3228,"['Upper', 'Upper', '1st January']",[],[],['1st January 1886'],[]
3229,['January'],['Another Burmese war'],[],['January 1852'],[]
3230,['the 1st'],['the work'],[],['the 1st of January 1886'],['Upper Burma']
3231,"['the Portuguese', 'the 1st', 'which']","['New Year', 'it']",[],['the 1st of January 1473'],[]
3232,"['the Mandi Mahommed Ahmed', 'his capital', 'the fall']",[],[],"['1884', 'January 1885']",['Mahommed Ahmed']
3233,"['a constitution', 'the 8th', 'the 21st']",[],[],"['the 8th of March 1849', 'the 21st of February 1854', 'the 17th of November 1875', 'the 1st of January 1894']",[]
3234,"['January', 'librarian', 'the family']",['he'],[],['January 1757'],['David Hume']
3235,"['January', 'Montpellier']",['he'],[],['January 1790'],"['Jacobin', 'Louis XVI']"
3236,"['September', 'the army committee', 'the 3rd']",['he'],[],"['September 1647', 'the 3rd of January 1648']",[]
3237,"['the parliament', 'Oxford county', 'the university', 'January', ""Cromwell's House""]",[],[],"['1654', '1656', 'January 1658']",[]
3238,"['addresses', 'his capacity', 'the beginning', 'which', 'which']","['His public career', 'Fiennes']",[],"['January 20, 1658', 'January 2, 1659']",[]
3239,"['Rome', 'the Florentines', 'Malatesta']",[],[],['January 1410'],[]
3240,"['Finland', 'Russia', 'Russia', 'way']",['he'],[],['January - August 1743'],"['Abo', 'Peter the Great']"
3241,"['Vorontsov', 'Russia', 'Great Britain', 'the 16th', 'the 2nd', 'a subsidy treaty']","['Vorontsov', 'Bestuzhev']",[],"['the 16th of January 1756', 'the 2nd of May']",[]
3242,"['Paris', 'the 4th', 'the electoral assembly']",[],[],['the 4th of January 1791'],[]
3243,"['a deputy', 'September', 'the 1st']",[],[],"['September 1792', 'the 1st of January 1793']",[]
3244,['the 11th'],['He'],[],['the 11th of January 1793'],[]
3245,['the 20th'],['He'],[],[],[]
3246,"['Tallahassee', 'Tallahassee']",[],[],['the 10th of January 1861'],[]
3247,"['Udine', 'the papal court', 'Pisa', 'Udine', 'the convent']",['Odoric'],[],['the 14th of January 1331'],[]
3248,"['the United States', 'the Monthly Summary', 'the Bureau']",[],[],"['January 1907', '1902']",[]
3249,"['January', 'the senate']",[],[],"['1879', '1885', 'January 1888']",[]
3250,"['Clarendon', 'the hearing', 'November', 'defence']","['this', 'he']",[],"['January 1667', 'November of the same year']",['Mordaunt']
3251,"['Moscow', 'the 27th', 'the command', 'the wicked ways', 'a lady']","['Peter', 'who']",[],['the 27th of January 1689'],['Peter']
3252,"['Canterbury', 'January']",[],[],['January 1737'],['Potter']
3253,[],['The town'],[],"['November, December, January and', 'February', 'the year']",[]
3254,"['the ministry', 'the 30th', 'minister']",[],[],"['the 4th of February 1879', 'the 30th of March 1885', 'the 10th of November 1881 to the 30th of January 1882', 'the 29th of July 1882 to the 21st of February 1883']",[]
3255,"['Medina', 'January', 'Medina', 'the western or coast route', 'health', 'the hardships']",['he'],[],['January 1815'],[]
3256,"['1876 rain', 'three years', 'Medain Salih', 'that year', 'the 29th']","['Doughty', 'showers']",[],"['1876', 'three years', 'that year', 'the 29th of December', 'two days', 'January', 'March']",[]
3257,"['Arnaud', 'plan']",[],[],['January 1874'],[]
3258,"['Kasim', 'May', 'January', 'Nejd']","['1814 Saud', 'his son', 'Mehemet Ali']",[],"['May 1814', 'January 1815']","['Mehemet Ali', 'Wahhabi', 'Ras']"
3259,"['Wushm', 'reinforcements', 'his Bedouin contingent', 'the adhesion', 'Shakra', 'January', 'a regular siege']","['he', 'which']",[],"['two months', 'January 1818']","['Bedouin', 'Bani Khalid']"
3260,"['Hodeda', 'the end']","['reinforcements', 'Sana']",[],['the end of January 1893'],"['Ahmad Feizi Pasha', 'Sana']"
3261,"['Mountain', 'the 26th', 'the execution', 'the 21st']","['He', 'he']",[],"['the 26th of February 1793', 'the 21st of January 1793']",['Jacobins']
3262,"['Jena', 'Jena', 'the 3rd']",['He'],[],['the 3rd of January 1890'],[]
3263,"['December', 'real influence', 'January']",['Lord Dalhousie'],[],"['December 1820', 'January 1823']","['Dalhousie', 'Papineau']"
3264,"['Great Britain', 'Nicaragua', 'Managua', 'Nicaragua', 'Caribbean', 'Cape Gracias', 'the 28th', 'Nicaragua', 'the Indians', 'the more limited Mosquito Reserve']","['This', 'who', 'Great Britain', 'which', 'the area']",[],['the 28th of January 1860'],[]
3265,[],['He'],[],['7th of January 1130'],[]
3266,['the 19th'],"['The Narrative', ""Dumont d'Urville""]",[],"['the 19th of January 1840', 'one day']","[""Dumont d'Urville""]"
3267,"['January', 'October', 'the first rains']","['A rainy season', 'summer']",[],"['January', 'the spring season', 'May', 'summer', 'October']",[]
3268,"['San Lucar', 'Tumbes', 'San Lucar', 'his brothers', 'January', 'Tumbes']",['Pizarro'],[],"['January 1530', '1531']",[]
3269,"['Chile', 'Lima', 'the 18th']","['Almagro', 'Pizarro']",[],['the 18th of January 1535'],['Pizarro']
3270,"['Quito', 'Anaquito', 'Quito', 'the battle']",['The viceroy'],[],['the 18th of January 1546'],[]
3271,"['Peru', 'the loyal conquerors', 'January']","['La Gasca', 'which']",[],['January 1550'],['La Gasca']
3272,"['the nation', 'hostilities', 'six months', 'power', 'January']","['which', 'Castilla']",[],"['six months', 'January 1855']",['Castilla']
3273,"['Louvain', 'the observation', 'his De Radio Astronomico et Geometrico']","['His pupil', 'he']",[],"['January 1544', '1545']","['Rainer Gemma-Frisius', 'Geometrico']"
3274,"['January', 'sea-level']",[],[],['January 1893'],[]
3275,"['Long Island', 'Greenpoint', 'the 30th', 'the government', 'the 19th']",[],[],"['the 30th of January', 'the 19th of the following month']",[]
3276,"['""Vincentius Belvacensis', 'this date']","['he', 'he']",[],['January 1260'],['de Regali Monte']
3277,"['Royaumont', 'Prince Louis', 'the funeral', 'his own Dominican house']","['he', 'he', 'he']",[],['(15th January 1260'],[]
3278,"['Young', 'the Athenaeum (12th', 'long country walks', 'search', 'a collection', 'his father', 'a poor clergyman']",['he'],[],['12th of January 1850'],['Milton']
3279,"['Night', 'a long and friendly letter']",[],[],['30th of January 1819'],['Robert Southey']
3280,"['the same year', 'the committee', 'secretary', 'the society', 'the 13th', 'the 21st']",[],[],"['1712', 'the same year', 'the 13th of January 1714 to the 21st of October 1718']","['Taylor', 'Isaac Newton', 'Gottfried Wilhelm Leibnitz']"
3281,"['Bohemia', 'the prosecution', 'which', 'January', 'the vacant electoral duchy', 'Ofen', 'the 1st']","['Frederick', 'he', 'who', ""Frederick's formal investiture""]",[],"['January 1423', 'the 1st of August 1425']","['Frederick', 'Sigismund', 'Saxe-Wittenberg', 'Frederick', 'Ofen']"
3282,"['Saxony', 'Altenburg', 'Meissen', 'Saxony', 'Altenburg', 'the 4th', 'the cathedral']",['Frederick'],[],['the 4th of January 1428'],['Frederick']
3283,"['Napoli', 'Romania', 'Nauplia', 'Napoli', 'the 6th']",['he'],[],['the 6th of January 1694'],[]
