,Place,Event,Time,Date,Subject
4758,Chile,,,the 18th of April 1537,Almagro
4759,Cuzco,,,the 26th of April 1538,Almagro
4760,Cuzco,,,the 8th of April 1548,
4761,,,,the 10th of April 1845,
4762,Kennington Park,,,the 10th of April 1848,Kennington Common
4763,,,,the beginning of August,
4764,Great Britain,,,April 1843,
4765,,,,about the 19th to the 21st of April,
4766,,,,May,
4767,Lent,,,April,Catherine
4768,,,,the 29th of April 1380,
4769,Mirabeau,,,April 1791,
4770,,,,the 27th of April 1897,Horace Porter
4771,Careggi,,,April 1492,Lorenzo de' Medici
4772,Signoria,,,the 7th of April 1498,
4773,,,,April 1645,
4774,Rome,,,the 19th of April 1689,
4775,Glasgow,,,April 1762,
4776,Chalus,,,the 6th of April 1199,Limousin
4777,Norway,,,the 6th of April,Crelle
4778,,,,April,
4779,,,,April,
4780,,,,May,Queen Ann's
4781,,,,May,&c.
4782,,the Civil War,,the 4th of April 1888,
4783,,,,the 10th of June 1889,
4784,,,,between the ages of seven and fifteen,
4785,Providence,,,March - April 1638,Anne Hutchinson
4786,,,,the 29th of April 1639,Coddington
4787,,,,"April 5, 1764",
4788,,,,the 18th of April 1842,Dorr
4789,Connecticut,,,the 26th of April 1844,Dorr
4790,Ohio,,,April 1788,
4791,,,,April 1851,
4792,,,,April 1862,Tennyson
4793,Germany,,,summer,Tennyson
4794,India,,,April 1886,Tennyson
4795,Rome,,,the 18th of April 1610,
4796,,,,the 8th of April,Robert Peel
4797,,,,the 18th of April 1853,
4798,,,,the 23rd of April,
4799,,,,eight days later,Home Rule
4800,,,,,
4801,,,,April 1833,Bunsen
4802,Spain,,,the 11th of April 1817,Valencia
4803,,,,,
4804,,,,,
4805,,,,,
4806,,,,,
4807,,,,,
4808,,,,,
4809,,,,,
4810,,,any minute,,
4811,,,,,
4812,,,,,
4813,,,,,
4814,,,,,
4815,,,,,Brenda
4816,,,,,
4817,,,a few minutes,,
4818,,,,,
4819,,,,,
4820,,,,,
4821,,,,,Natasha
4822,America,,,,
4823,,,,,
4824,,,,,
4825,,,,,
4826,,,,,
4827,,,,,
4828,,,,Friday,
4829,,,,,Wizard
4830,,,,,
4831,,,,,
4832,,,,,
4833,,,,,
4834,,,,tomorrow,
4835,,,,,
4836,,,,,
4837,Helen,,,the year before,
4838,,,,,Walden Pond
4839,,,,,
4840,,,,,
4841,,,,,
4842,Smolensk,,,four days',
4843,,,,,
4844,,,,,
4845,,,,,Brandon
4846,,,,,
4847,,,,summer,
4848,Alaska,,,,
4849,,,,May,Holmes
4850,,,,,
4851,,,the morning,,
4852,,,,the eventful year,
4853,,,,,
4854,,,,,
4855,,,,,
4856,,,,,
4857,,,,,
4858,,,,,
4859,,,,,
4860,,,,,
4861,,,,,Charles Dudley Warner
4862,Helen,,,,
4863,,,,,
4864,,,,,
4865,Walden,,,March,
4866,,,,winter,
4867,,,,,
4868,,,,,
4869,,,,,
4870,,,,,
4871,,,,,
4872,,,,,
4873,,,,,Meh
4874,,,,,
4875,,,,,
4876,,,,,
4877,,,,daily,
4878,,,,,
4879,,,,,
4880,,,,,Sullivan
4881,Helen,,,,
4882,,,,,
4883,,,morning hours,,
4884,,,,,
4885,,,,,
4886,,,,,
4887,,,,,Bonaparte
4888,,,,tomorrow,
4889,,,,,
4890,,,,,
4891,,,,,
4892,,,,,
4893,,,,,
4894,,,,,Helen
4895,,,,the nineteenth century,
4896,,,,,
4897,,,,,
4898,,,,,
4899,,,,,
4900,,,,,
4901,,,,,
4902,,,,,
4903,,,,,
4904,,,,,
4905,,,,,
4906,Boston,,,,Miss Sullivan
4907,Departments,,,,
4908,,,,,Keller
4909,,,,,
4910,,,,"May 17, 1889",
4911,,,,,
4912,,,,,Indra
4913,,,,,
4914,,,,May,
4915,,,,,
4916,,,,,
4917,,,,,Schwarzenberg
4918,,,,,
4919,,,,,
4920,,,,,
4921,,,,,
4922,,,,,wolf
4923,,,,,
4924,vinariam,,,,cellam oleariam
4925,,,,,
4926,,,,,
4927,,,,,
4928,,,,,
4929,,,,,
4930,,,,,
4931,,,,,
4932,,,,,
4933,,,,,
4934,,,,,Bishop Brooks
4935,,,,,
4936,,,,,
4937,,,,,
4938,,,,,
4939,,,,,
4940,,,,,
4941,,,,,
4942,,,,,
4943,,,,,
4944,,,,,Martha
4945,,,,,
4946,,,,,Billy
4947,,,,,
4948,,,,,
4949,,,,,
4950,,,,,
4951,,,,,
4952,,,,,
4953,,,,,
4954,,,,,
4955,,,,,
4956,,,,,
4957,,,,,Qatwal
4958,,,,,
4959,,,,,
4960,,,,,
4961,,,,,
4962,,,,,
4963,,,,,
4964,,,,,
4965,,,,,Greeks
4966,Helen,,,last year,
4967,,,,,
4968,,,,,
4969,,,,,
4970,,,,,
4971,Smolensk,,,,
4972,,,,,
4973,,,,,
4974,,,,,
4975,,,,May,
4976,,,,,
4977,,,,twenty years,
4978,,,,,
4979,,,a night,,
4980,,,,,
4981,,,,,
4982,,,,,
4983,,,,,
4984,,,,,Elisabeth
4985,,,,,
4986,Samantha,,,,God's
4987,,,,,
4988,,,,,
4989,,,,,
4990,,,,,
4991,,,,,
4992,,,,,
4993,,,the hour,,
4994,,,,,
4995,Elise,,,,
4996,,,,,
4997,,,,,
4998,,,,,
4999,,,,,
5000,,,,,
5001,,,,,Arthur
5002,,,,,
5003,,,,May 1438,
5004,,,,,
5005,,,,,
5006,,,,the 13th of May,
5007,,,,,Wizard
5008,,,,today,de Tocqueville's
5009,,,,,
5010,,,,,
5011,the Green Mountains,,this morning,,John Smith
5012,,,,,
5013,Ice,,,,
5014,,,,,
5015,,,,,
5016,,,,tomorrow,
5017,,,,,
5018,,,,,
5019,,,,,
5020,,,,,
5021,,,,,
5022,,,,,
5023,,,,,
5024,,,,,
5025,,,,,
5026,the west coast,,,,Plotke
5027,,,,,Dean
5028,,,,,
5029,,,,three days,Darkyn
5030,,,,,Darkyn
5031,,,,,
5032,,,a few hours,,
5033,,,daylight hours,June,Destiny
5034,,,,,
5035,,,,,
5036,,,,,
5037,,,,,Gabriel
5038,,,,,
5039,,,,,
5040,,,,,
5041,,,,,
5042,,,,1070,Genoa
5043,,,,,
5044,,,,,
5045,,,,,
5046,,,,May and June,
5047,,,,,
5048,,,,,
5049,,,,,
5050,,,,,
5051,,,,,
5052,,,,,
5053,,,,,Table Xiv
5054,,,,the first weeks,Gavin
5055,Rouen,,,the 17th of May 1517,
5056,,,,,
5057,,,,,
5058,,,,,
5059,,,,years,
5060,,,,years,Marasmius
5061,,,,1562-1563,Gammer Gurton
5062,Chiridium,,,,&c.
5063,,,,,
5064,Privatdozent,,,the same year,
5065,,,,,
5066,,,,forty-five days,
5067,,,,,
5068,West Virginia,,,May 1908,
5069,,,,May 1442,Eton Audit
5070,,,,the 10th of May,
5071,,,,the 22nd of May 1880,
5072,France,,,May 1524,Scots
5073,Konigsberg,,,the 23rd of May 1895,
5074,,,,,
5075,,,,,
5076,,,,,
5077,,,,,
5078,,,,,Natasha
5079,,,,,Michaud
5080,,,,,
5081,,,,,
5082,,,,,
5083,,,,,
5084,,,,,
5085,,,the night of,May sixteenth,
5086,,,,the 13th of May 1559,Jorisz
5087,,,,May 1767,Philip Carteret
5088,,,,,
5089,the United Kingdom,,,,Hansen
5090,,,,,
5091,,,,,
5092,,,,,
5093,,,,,
5094,Nemi,,,,Cook
5095,Edessa,,,,Matthew of
5096,,,,,
5097,,,,,
5098,,,,,
5099,,,,1878,Haussonville
5100,,the Uniate Greeks,,the 18th of May 1521,
5101,Rome,,,the 7th of August,May Luther
5102,Navarino,,,the 8th of May 1825,Santarosa
5103,,,,,
5104,,,,,
5105,,,,,
5106,earth,,,,
5107,,,,,
5108,,,,,
5109,,,,,
5110,,,,,
5111,,,,,
5112,,,,,
5113,,,,,
5114,,,,,
5115,,,,five or six weeks,
5116,,,,summer,
5117,,,,,Angouleme
5118,,,,the 23rd of May,Alpine
5119,,,,May,Marsala
5120,Neapolitan,,,"the 6th of June 20,000",Garibaldi
5121,,,,,
5122,Cardinalis,,,,
5123,France,,,1792,
5124,,,,the 28th of May 1644,Lord Derby
5125,,,,,
5126,,,,winter,
5127,,,,,
5128,earth,,,,
5129,,,,,
5130,Potsdam,,,,Karasjok
5131,,,,November,
5132,,,,,
5133,,,,,
5134,,,,,
5135,,,,four years,
5136,,,,,
5137,,,,,
5138,,,,,
5139,,,,,
5140,,,,,
5141,,,,,
5142,Wheeling,,,the 13th of May 1861,
5143,the United States Constitution,,,,
5144,Washington,,,the 1st of July,
5145,,,,May 1442,Waynflete
5146,,,,the 7th of May 1451 Waynflete,
5147,,,,,
5148,Atticus,,,,
5149,,,,,
5150,,,,,
5151,,,,,
5152,,,,,
5153,Rome,,,about the year 34,
5154,,,,,
5155,,,,a later period,Ovid
5156,B.C.,,,the beginning of the third,
5157,,,,"May 18,1819",
5158,,,,,
5159,,,,,Lord Mansfield
5160,Virginia,the Civil War,,1806-1877,Benjamin Huger
5161,,,,,
5162,London,,,1896,
5163,,,,,Grubb
5164,,,,,
5165,,,,,
5166,,,,,
5167,the Orange River,,,May,Harry
5168,,,,,Sergi
5169,,,,,
5170,,,,,
5171,,,,,
5172,,,,,
5173,Terranova,,,,
5174,,,,the 20th of May,
5175,,,,,
5176,,,,,
5177,,,,,
5178,,,,,
5179,,,,,
5180,,,,,
5181,,,,the 28th of May 1893,
5182,Turkey,,,,
5183,,,,,
5184,,,,,&c. this
5185,Portland,,,May 1812,Bellingham
5186,London,,,the 19th of May,
5187,Monmouth,,,May,
5188,,,,,
5189,,,,the 29th and 30th of May 1793,Chalier
5190,Moravia,,,May 1469,Bohemia
5191,,,,,
5192,Senlis,,,May 1493,
5193,Blois,,,,Philip
5194,,,,,Vienna Neustadt
5195,Monomotapa,,,,
5196,Zambezi,,,the 14th or 15th century,
5197,,,,,
5198,,,,,
5199,,,,,
5200,,,,May 1845,
5201,disease.since,,,,
5202,,,,,
5203,,,,,
5204,Greece,,,,
5205,,,,,
5206,,,,,
5207,,,,,
5208,Rome,,,,S.E.
5209,Lubeck,,,the 21st of May 1894,
5210,Prince Maurice of Orange,,,May 1617,
5211,,,,,
5212,,,,,
5213,,,,,
5214,Descartes,,,,
5215,,,,May 13,
5216,Paris,,,several years earlier,
5217,,,,,
5218,,,,,
5219,,,,,Bayeux
5220,,,,,
5221,,,,,
5222,,,,the end of that year,
5223,,,,,
5224,,,,This year,
5225,,,,,
5226,,,,,Summa
5227,Greece,,,,
5228,,,,,
5229,Sparta,,,,
5230,Aspasia,,,,
5231,Persia,,,,
5232,,,,,
5233,,,,,jack
5234,,,,,
5235,the United Kingdom,,,the middle of October,
5236,,,,,
5237,,,,,
5238,,,,,
5239,,,,May,Thomas Graham
5240,,,,,
5241,,,,,
5242,Cyprus,,,,
5243,,,,,
5244,,,,more than 2000 years,
5245,Great Britain,,,,
5246,,,,,
5247,,,,,
5248,,,,a few years earlier,George Smart
5249,,,,,
5250,Leipzig,,,,Gewandhaus
5251,Jerusalem,,,,Zedekiah
5252,,,,,
5253,,,,14b,Ezekiel
5254,,,,,
5255,,,,,
5256,,,,,
5257,Arta,,,May 1881,
5258,Albania,,,,
5259,Albania,,,,
5260,,,,,
5261,Albania,,,,
5262,,,,,
5263,,,,,
5264,,,,,
5265,,,,,Demetrio Camarda
5266,Santi Quaranta,,,,Onchesmos
5267,Pandosia,,,,Akrolissos
5268,,,,,
5269,,,,,
5270,,,,,
5271,,,,,
5272,,,,,
5273,,,,,Carpzov
5274,,,,,
5275,Manitoba,,,,Manito
5276,,,,May,
5277,,,,,
5278,,,,,
5279,,,,,
5280,,,,,
5281,,,,,
5282,,,,,
5283,,,,,
5284,,,,,
5285,,,,,
5286,,,,,
5287,,,,,
5288,,,,,
5289,,,,,
5290,,,,,
5291,,,,,
5292,,,,,
5293,,,,,
5294,,,,,
5295,London,,,every six months,
5296,the United Kingdom,,,,
5297,Scotland,,,the year,John Napier
5298,Scotland,,,,the Canon Mirificus
5299,Edinburgh,,,1593,
5300,,,,1614,
5301,,,,,
5302,,,,,
5303,,,,the scalding month of July,
5304,,,,"Sunday, June 6",
5305,Colorado,,,June fifteenth,David Dean
5306,,,,June,
5307,,,,June 9,Harry Turnball
5308,,,,the end of June,
5309,,,,"the 29th and 30th of June, 1899",
5310,,,,June,Katie
5311,,,,the 10th of June 1903,
5312,Italy,,,the 2nd of June 1882,
5313,Iowa,,,July,
5314,,,,the first two weeks of June,Cynthia Byrne
5315,Hungary,,,June 1521,Selim I.
5316,,,,the 3rd of June 1834,Garibaldi
5317,Neapolitan,,,"the 6th of June 20,000",Garibaldi
5318,,,,midsummer,Kew
5319,Hamadan,,,tyeighth year,
5320,,,,a few days,
5321,,,,the month of June 1880,Avellaneda
5322,the Ioth of June,,,,Vicenza
5323,Paris,,,the 21st of June 1857,
5324,,,,1710,St Paul's
5325,,,,the 14th of June 1871,
5326,Sarajevo,,"the morning of June 28, 1914",nineteen-year-old,Gavrilo Princip
5327,the United States,,,June 2011,
5328,Alabama,,,"June 27, 1880",
5329,Boston,,,June,
5330,Boston,,,next June,
5331,,,,June,
5332,Tuscumbia,,,December,
5333,St. Nicholas,,,"June, 1892",
5334,Tuscumbia,,,the end of June,Sullivan
5335,,,,the 17th of June,Chamberlin
5336,,,,June,Iris
5337,,,,winter,
5338,,,,June,Friedland
5339,,,,the thirteenth of June,Tilsit
5340,,,the evening of the twenty-fourth,,Count Zhilinski
5341,,,,the beginning of June,
5342,,,,that same fourteenth of June,
5343,Western Europe,,,"the twelfth of June, 1812",
5344,Niemen,,Early in the morning of the twelfth of June,that day,Vilkavisski
5345,,,,the thirteenth of June,
5346,the French Emperor,,two in the morning,,
5347,,,,June,
5348,,,,the second week of June,
5349,Ouray,,,June,Caleb—Dean
5350,,,,June,
5351,,,,years,Marasmius
5352,,,,the 13th of June 1718,
5353,,,,11th June,
5354,,,,two days later,Magdalen Hall
5355,Philadelphia,,,June 1776,
5356,Charlottesville,,,June 1781,Thomas Jefferson
5357,Varennes,,,June 1791,
5358,,,early on the morning of,,
5359,,,,the 26th of February 1678,
5360,,,,the 24th of June 1858,
5361,Paris,,,the quarter,
5362,,,,the 12th of June 1885,Jenkin
5363,Nimes,,,the 10th of June 1632,Esprit
5364,,,,the autumn weeks of late August and September,
5365,,,,June,
5366,,,,June 1423,Hatfield Regis
5367,,,,June 1596,
5368,London,,,1871,
5369,,,,the 23rd of June 1707,
5370,,,,June 1642,
5371,,,,June,
5372,Popham,,,the 17th of June 1806,William Beresford
5373,Spain,,,the 23rd of June,Catherine
5374,,,,June 1679,
5375,Laon,,,the 19th of June 936,Louis
5376,Paris,,,the 21st of June 1828,
5377,Desengano al,,,June 1765,Moratin
5378,,,,"June 13, 1642",
5379,Vallandigham,,,June,
5380,Madrid,,,the 22nd of June 1866,
5381,Burgos,,,some months,Ruiz Zorilla
5382,Vienna,,,June 1849,
5383,Queensland,,,the 30th of June 1904,
5384,,,,the 30th of June 1905,
5385,,,,the end of June,
5386,New South Wales,,,the 30th of June 1908,
5387,Austria,,,"June 22, 1476",
5388,,,,"June 2, 1568",
5389,,,,the 6th of June,
5390,Zierikzee,,,June 1576,Boisot
5391,France,,,June,
5392,Lateran,,,June 1133,
5393,Prague,,,June,
5394,,,,January,
5395,,,,the year ending on the 30th of June 1908,
5396,,,,June 1519,
5397,,,,the 3rd of June Cromwell,
5398,,,,the 26th of June,
5399,Fairfax,,,the 13th,Ely
5400,,,,the 14th of June 1645,Marmaduke Lang
5401,the 26th Dunbar of June 1650,,,,
5402,Stirling,,,June,Leslie
5403,Spain,,,the 4th of June 1658,
5404,,,,the 26th of June 1657,
5405,Georgia,,,1848,
5406,Ireland,,,June 17 9,
5407,,,,September to November,
5408,,,,the 15th of June 1246,Frederick
5409,,,,the 10th of June and the 10th of August 1792,
5410,,,,the year ended 30th June 1868,
5411,,,,the end of July,Niagara
5412,,,,June,Plymouth
5413,Journ,,,June 1902,
5414,,,,1340,
5415,,,,June,Marshal Beresford
5416,,,,the 14th of June 1825,Joseph Emile
5417,,,,the 8th of June 1611,Bertaut
5418,Vienna,,,the 1st of June 1485,
5419,,,,the end of July,
5420,,,,the 30th of June 1903,
5421,,,,the 30th of June 1899,
5422,Rome,,,the 19th of June 1873,
5423,,,,the 30th of June 1898,
5424,,,,May 1897,
5425,,,,the financial year ending on the 30th of June 1901,
5426,,,,"1905 to June 30, 1906",
5427,Milan,,,June 1797,Genoa
5428,Trebbia,,,June 1719,Macdonald
5429,,,,the 7th of June,Eugene Beauharnais
5430,Russia,,,June 1805,
5431,Austria,,,June 1809,John Stuart
5432,Italy,,,"June 9, 1815",
5433,Austrophil,,,"June 12, 1815",Prince Metternich
5434,Rome,,,the 1st of June,
5435,,,,June 29,
5436,Austria,,,June,Bologna
5437,,,,June,
5438,Piedmont,,,,Parma
5439,Sicily,,,June,En iRome
5440,Left,,,A few days,Rattazzi
5441,Left,,,the 23rd of June,Correnti
5442,,,,the 7th of June 1875,
5443,,,,"the next eighteen years 43,200,000",
5444,Caprera,,,the 2nd of June 1882,Garibaldi
5445,,,,the 12th of June 1882,Mancini
5446,,,,three months later,Mancini
5447,,,,2gth of June 1881,
5448,,,,the 12th of June,Assab
5449,,,,the 4th of June 1887,
5450,,,,the end of July,Rampolla
5451,France,,,the 24th of June 1887,
5452,Berlin,,,twelve years,
5453,,,,11th July,Lega
5454,,,,the 29th of June,Luigi Pelloux
5455,,,,June 1900,
5456,,,,June,
5457,,,,June and July 1907,Ferrala
5458,,,,June,
5459,,,,the 11th of June 1905,
5460,,,,12 years,
5461,Danby,,,the 27th of June 1674,Peregrine Osborne
5462,,,,June 1675,
5463,Dykvelt,,,June 1687,William
5464,,Revolution,,the 30th of June 1688,William
5465,,,,1695,
5466,,,,1691-1731,Peregrine Hyde
5467,,,,the 10th of September,Queen Elizabeth
5468,Litany,,,June 1545,
5469,,,,the 15th of June 1682,Francis Rakoczy I.
5470,London,,,June 1212,John
5471,,,,the 15th of June,
5472,Windsor,,,each day,John
5473,Mountain,,,the 2nd of June 1793,
5474,,,,September,
5475,Naples,,,June,Castel Bolognese
5476,Germany,,,June 99 1,
5477,the United Kingdom,,,May and June,
5478,the Solomon Islands,,,June 1595,Mendana
5479,Strait,,,the 10th of January 1616,Texel
5480,,,,the 4th of June 1629,Pelsert
5481,Tahiti,,,the 19th of June 1767,
5482,,,,the 3rd of June 1769,
5483,the Arctic sea,,,the 3rd of June 1789,
5484,the Aleutian Islands,,,June 1741,St Elias
5485,Newbury,,,the same year,Robert
5486,,,,June 18 1910,
5487,Dunbar,,,June,Mary
5488,Edinburgh,,,the 15th of June,
5489,Zealand,,,the 16th of June 1573,Dragsholm
5490,Wairau,,,the 17th of June 1843,Arthur Wakefield
5491,England,,,"June 28, 1483",earl
5492,Norfolk,,,the 6th of June 1644,
5493,Beaton,,,11 th of June 1488,Mill
5494,Warsaw,,,8th of June 1794,Robespierre
5495,,,,the 14th of June 1893,
5496,,,,July,
5497,America,,,1782,John Paul Jones's
5498,B.D.,,,April and November of the same year,
5499,,,,the 12th of June 1842,angina pectoris
5500,,,,the remaining months,
5501,,,,May and June,
5502,Boston,,,the 20th of June 1843,
5503,,,,June 1835,John Pond
5504,Prince Paskevich,,,the 8th of June,Gorchakov
5505,Wiesbaden,,,the 11th of June 1897,
5506,,,,June 1898,
5507,,,,the 2nd of June 1907,
5508,,,,the 27th of April 1906,
5509,the Black Sea,,,August,
5510,France,,,"June 24, 1839",Mehemet Ali
5511,,,,the 16th of June 1907,
5512,,,,the 6th of June,
5513,,,,the 14th of June 1909,
5514,,,,June 1916,Russell
5515,the United States,,,the calendar year,
5516,The United States of America,,,68 5,
5517,the United States,,,the year ended 30th of June 1908,
5518,,,,the 18th of June 1910,
5519,,,,"the year ending June 30, 1909",
5520,the United Kingdom,,,1552,
5521,,,,3rd June 1784,Totemism
5522,,,,June 1577,
5523,Nashville,,,December 1864,
5524,Apia,,,the 14th of June 1889,
5525,Rudini,,,June 1898,Humbert
5526,Left,,,June,Extreme Left
5527,,,,the 25th of June 1836,
5528,Croydon,,,the 10th of June 1552,Surrey
5529,Paris,,,the 6th of June 1719,
5530,Westminster Abbey,,,the 23rd of May,Catherine
5531,Reichenbach,,,eight years,
5532,London,,,"June 8, 1753",Baker
5533,,,,June,Susan Curchod
5534,Hampshire,,an hour,"December 23, 1762",
5535,,,,June 1765,
5536,,,,November 1770,
5537,,,,thirteen months,
5538,England,,,the summer,
5539,,,,9th of June 1348,Charles IV
5540,Carson Valley,,,June,
5541,Mass.,,,June 1919,
5542,Rome,,,the 10th of June,St Lawrence
5543,Chicago,,,June,Taft
5544,Ormonde,,,the 19th of June 1647,
5545,,,,June 1685,Stafford
5546,Paris,,,the 15th of June 1416,
5547,Andover,,,the 4th of June 1900,
5548,,,,June 1918,
5549,,,,June 1908,
5550,Glenarm,,,June 1567,
5551,Dublin,,,June,Hugh Roe
5552,Benburb,,,the 5th of June 1646,O'Neill
5553,,,,1800,Earl O'Neill
5554,Hungary,,,the 8th,
5555,England,,,the 13th of June 1849,
5556,,,,the end of June,Signor Bonomi
5557,,,,June 68 - June 69,
5558,,,,"301,273",
5559,Cretan,,,June,
5560,Canea,,,June,Venezelo
5561,Orange,,,"November 3, 1412",Limoges
5562,Venice,,,June,Giovanni Donati
5563,,,,6th of June 1863,George I.
5564,Warsaw,,,June 1736,Augustus
5565,India,,,June 1901,Shah Jahan Begum
5566,,,,November,
5567,Bignonia,,,April to June,Acacia
5568,,,,the 4th of June 1789,Louis Charles
5569,,,,some days,
5570,Marseilles,,,the 10th of June 1836,
5571,Edinburgh,,,15 months,
5572,Tamworth,,,June 12,St Peter's
5573,Harrodsburg,,,1746-1793,James Harrod
5574,United States,,,May to the 22nd of June 1798,Stephen Higginson
5575,Boston,,,June 1816,Webster
5576,,,,June 1843,Webster
5577,,,,June 1797,Garter
5578,France,,,June 1865,
5579,,,,eighty-fifth year,
5580,,,,June and July,
5581,,,,June 1909,
5582,,,,the 3rd of June,James
5583,Petersburg,,,June,Lee
5584,Warwick,,,the 9th of June 1312,
5585,,,,the latter end of June,
5586,,,,June,
5587,,,,June 4,
5588,Varennes,Revolution,,the 10th of June 1792,
5589,Norfolk,,,"June, 1547",Robert Harlestone
5590,Stirling,,,five weeks,Lamberton
5591,Methven,,,August,Strathfillan
5592,Stirling,,,the 24th of June 1314,Philip de Mowbray
5593,Ireland,,,the 22nd of June 1314,
5594,Canada,,,May or June,
5595,,,,July,Henry VIII
5596,Leith,,,June 1548,Scots
5597,,,,the 11th of June 1560,
5598,Auxonne,Revolution,,June 1788 - September 1789,
5599,,,,the 14th of June 1791,
5600,England,,,11th of June 1793,Paoli
5601,the Ligurian Republic,,,June 6th,
5602,Bonaparte,,,14th of June 1800,
5603,,,,the 24th of June,Josephine
5604,Italy,,,the 7th of June,Eugene de Beauharnais
5605,Austria,,,the 4th of June,Genoa
5606,,,,the 5th of June 1806,Louis Bonaparte
5607,Prussia,,,14th of June 1807,Friedland
5608,,,,the 25th of June,
5609,,,,the months May to June 1808,
5610,,,,May - June 1808,
5611,Vittoria,,,August,
5612,,,,the 27th of June,
5613,,,,the Hundred Days (19th of March to 2 2nd of June 1815,
5614,,,,the 1st of June,
5615,Lanjuinais,,,the 3rd of June,rang hollow
5616,,,,,
5617,Austria,,,the 22nd of June,
5618,Paris,,,the 25th of June,
5619,the United States,,,the 29th of June,
5620,,,,"the second abdication, June 22nd 1815",
5621,Germany,,,the 27th of June,Dettingen
5622,London,,,April 1744,Lady Sophia Fermor
